clusterID	comparison	p-value
chr19:41956934-41958285:-	SRR12801023_SRR12801024	0.041219196644349
chr19:41956934-41958285:-	SRR12801020_SRR12801024	1.0
chr19:41957119-41958285:-	SRR12801019_SRR12801023	1.0
chr19:41957119-41958285:-	SRR12801019_SRR12801020	0.1487081863218914
chr19:41957119-41958285:-	SRR12801019_SRR12801024	0.1047308758083594
chr19:41957119-41958285:-	SRR12801023_SRR12801020	0.0374906298590644
chr19:41957119-41958285:-	SRR12801023_SRR12801024	0.0392452973667498
chr19:41957119-41958285:-	SRR12801020_SRR12801024	1.0
chr19:42215252-42217631:-	SRR12801019_SRR12801023	1.0
chr19:42215252-42217631:-	SRR12801019_SRR12801020	1.0
chr19:42215252-42217631:-	SRR12801019_SRR12801024	0.0204901903966461
chr19:42215252-42217631:-	SRR12801023_SRR12801020	1.0
chr19:42215252-42217631:-	SRR12801023_SRR12801024	0.0051897778182862
chr19:42215252-42217631:-	SRR12801020_SRR12801024	0.7888407393115162
chr19:44172952-44174983:-	SRR12801019_SRR12801023	1.0
chr19:44172952-44174983:-	SRR12801019_SRR12801020	0.9299531936960262
chr19:44172952-44174983:-	SRR12801019_SRR12801024	1.0
chr19:44172952-44174983:-	SRR12801023_SRR12801020	0.0155701649834217
chr19:44172952-44174983:-	SRR12801023_SRR12801024	1.0
chr19:44172952-44174983:-	SRR12801020_SRR12801024	1.0
chr19:44172952-44175497:-	SRR12801019_SRR12801023	1.0
chr19:44172952-44175497:-	SRR12801019_SRR12801020	0.9299531936960262
chr19:44172952-44175497:-	SRR12801019_SRR12801024	1.0
chr19:44172952-44175497:-	SRR12801023_SRR12801020	0.0155701649834217
chr19:44172952-44175497:-	SRR12801023_SRR12801024	1.0
chr19:44172952-44175497:-	SRR12801020_SRR12801024	1.0
chr19:44987202-44988144:-	SRR12801019_SRR12801023	1.0
chr19:44987202-44988144:-	SRR12801019_SRR12801020	0.7833893941550448
chr19:44987202-44988144:-	SRR12801019_SRR12801024	0.0277816989981782
chr19:44987202-44988144:-	SRR12801023_SRR12801020	0.8963711836287841
chr19:44987202-44988144:-	SRR12801023_SRR12801024	0.0498001185673353
chr19:44987202-44988144:-	SRR12801020_SRR12801024	0.9869650310206808
chr19:44987423-44988079:-	SRR12801019_SRR12801023	1.0
chr19:44987423-44988079:-	SRR12801019_SRR12801020	0.7833893941550448
chr19:44987423-44988079:-	SRR12801019_SRR12801024	0.0277816989981782
chr19:44987423-44988079:-	SRR12801023_SRR12801020	0.8963711836287841
chr19:44987423-44988079:-	SRR12801023_SRR12801024	0.0498001185673353
chr19:44987423-44988079:-	SRR12801020_SRR12801024	0.9869650310206808
chr19:45052097-45053110:-	SRR12801019_SRR12801023	1.0
chr19:45052097-45053110:-	SRR12801019_SRR12801020	0.3718785243914995
chr19:45052097-45053110:-	SRR12801019_SRR12801024	0.0279618371830514
chr19:45052097-45053110:-	SRR12801023_SRR12801020	1.0
chr19:45052097-45053110:-	SRR12801023_SRR12801024	0.3109297975351807
chr19:45052097-45053110:-	SRR12801020_SRR12801024	1.0
chr19:45052168-45052790:-	SRR12801019_SRR12801023	1.0
chr19:45052168-45052790:-	SRR12801019_SRR12801020	0.2874963144940206
chr19:45052168-45052790:-	SRR12801019_SRR12801024	0.0072756599816988
chr19:45052168-45052790:-	SRR12801023_SRR12801020	1.0
chr19:45052168-45052790:-	SRR12801023_SRR12801024	0.1663565034753617
chr19:45052168-45052790:-	SRR12801020_SRR12801024	1.0
chr19:45079377-45079906:+	SRR12801019_SRR12801023	1.0
chr19:45079377-45079906:+	SRR12801019_SRR12801020	0.6277759425210495
chr19:45079377-45079906:+	SRR12801019_SRR12801024	0.0010504018588049
chr19:45079377-45079906:+	SRR12801023_SRR12801020	1.0
chr19:45079377-45079906:+	SRR12801023_SRR12801024	0.0613849782687406
chr19:45079377-45079906:+	SRR12801020_SRR12801024	0.8620508677832894
chr19:45164970-45178092:-	SRR12801019_SRR12801023	1.0
chr19:45164970-45178092:-	SRR12801019_SRR12801020	1.0
chr19:45164970-45178092:-	SRR12801019_SRR12801024	1.0
chr19:45164970-45178092:-	SRR12801023_SRR12801020	0.0351018646744339
chr19:45164970-45178092:-	SRR12801023_SRR12801024	0.1586216772412456
chr19:45164970-45178092:-	SRR12801020_SRR12801024	1.0
chr19:45165194-45178134:+	SRR12801019_SRR12801023	1.0
chr19:45165194-45178134:+	SRR12801019_SRR12801020	0.0682439126650674
chr19:45165194-45178134:+	SRR12801019_SRR12801024	0.0334912960836458
chr19:45165194-45178134:+	SRR12801023_SRR12801020	0.7599528686015447
chr19:45165194-45178134:+	SRR12801023_SRR12801024	0.6183031380384983
chr19:45165194-45178134:+	SRR12801020_SRR12801024	1.0
chr19:45165194-45178134:-	SRR12801019_SRR12801023	1.0
chr19:45165194-45178134:-	SRR12801019_SRR12801020	0.1228634136051671
chr19:45165194-45178134:-	SRR12801019_SRR12801024	0.5725312589817729
chr19:45165194-45178134:-	SRR12801023_SRR12801020	0.0007971010495871
chr19:45165194-45178134:-	SRR12801023_SRR12801024	0.0267939784974197
chr19:45165194-45178134:-	SRR12801020_SRR12801024	1.0
chr19:45351017-45351285:-	SRR12801019_SRR12801023	1.0
chr19:45351017-45351285:-	SRR12801019_SRR12801020	1.0
chr19:45351017-45351285:-	SRR12801019_SRR12801024	0.0817742983108416
chr19:45351017-45351285:-	SRR12801023_SRR12801020	1.0
chr19:45351017-45351285:-	SRR12801023_SRR12801024	0.0271804399016386
chr19:45351017-45351285:-	SRR12801020_SRR12801024	0.2816338059289654
chr19:45351030-45351467:-	SRR12801019_SRR12801023	1.0
chr19:45351030-45351467:-	SRR12801019_SRR12801020	1.0
chr19:45351030-45351467:-	SRR12801019_SRR12801024	0.0817742983108416
chr19:45351030-45351467:-	SRR12801023_SRR12801020	1.0
chr19:45351030-45351467:-	SRR12801023_SRR12801024	0.0271804399016386
chr19:45351030-45351467:-	SRR12801020_SRR12801024	0.2816338059289654
chr19:45368992-45369069:+	SRR12801019_SRR12801023	1.0
chr19:45368992-45369069:+	SRR12801019_SRR12801020	0.696970670775747
chr19:45368992-45369069:+	SRR12801019_SRR12801024	1.0
chr19:45368992-45369069:+	SRR12801023_SRR12801020	0.2803331635592447
chr19:45368992-45369069:+	SRR12801023_SRR12801024	1.0
chr19:45368992-45369069:+	SRR12801020_SRR12801024	0.0148741508332489
chr19:45368992-45370132:+	SRR12801019_SRR12801023	1.0
chr19:45368992-45370132:+	SRR12801019_SRR12801020	0.6905971392486231
chr19:45368992-45370132:+	SRR12801019_SRR12801024	1.0
chr19:45368992-45370132:+	SRR12801023_SRR12801020	0.1591033895764242
chr19:45368992-45370132:+	SRR12801023_SRR12801024	1.0
chr19:45368992-45370132:+	SRR12801020_SRR12801024	0.0095482549134357
chr19:45369147-45370132:+	SRR12801019_SRR12801023	1.0
chr19:45369147-45370132:+	SRR12801019_SRR12801020	0.6202804148896831
chr19:45369147-45370132:+	SRR12801019_SRR12801024	1.0
chr19:45369147-45370132:+	SRR12801023_SRR12801020	0.1036639247826196
chr19:45369147-45370132:+	SRR12801023_SRR12801024	1.0
chr19:45369147-45370132:+	SRR12801020_SRR12801024	0.0101267662338424
chr19:45413745-45413962:+	SRR12801019_SRR12801023	1.0
chr19:45413745-45413962:+	SRR12801019_SRR12801020	0.0258766239978503
chr19:45413745-45413962:+	SRR12801019_SRR12801024	0.473509670536884
chr19:45413745-45413962:+	SRR12801023_SRR12801020	0.3403837337811832
chr19:45413745-45413962:+	SRR12801023_SRR12801024	1.0
chr19:45413745-45413962:+	SRR12801020_SRR12801024	1.0
chr19:45413745-45414860:+	SRR12801019_SRR12801023	1.0
chr19:45413745-45414860:+	SRR12801019_SRR12801020	0.0292601803267061
chr19:45413745-45414860:+	SRR12801019_SRR12801024	1.0
chr19:45413745-45414860:+	SRR12801023_SRR12801020	0.8634761639203246
chr19:45413745-45414860:+	SRR12801023_SRR12801024	1.0
chr19:45413745-45414860:+	SRR12801020_SRR12801024	0.8672716055756008
chr19:45414034-45414860:-	SRR12801019_SRR12801023	1.0
chr19:45414034-45414860:-	SRR12801019_SRR12801020	0.6374062954253565
chr19:45414034-45414860:-	SRR12801019_SRR12801024	0.7533502426646832
chr19:45414034-45414860:-	SRR12801023_SRR12801020	0.0124918360125578
chr19:45414034-45414860:-	SRR12801023_SRR12801024	1.0
chr19:45414034-45414860:-	SRR12801020_SRR12801024	0.0600009836118163
chr19:45423381-45423822:-	SRR12801019_SRR12801023	1.0
chr19:45423381-45423822:-	SRR12801019_SRR12801020	1.0
chr19:45423381-45423822:-	SRR12801019_SRR12801024	0.0406695918256134
chr19:45423381-45423822:-	SRR12801023_SRR12801020	1.0
chr19:45423381-45423822:-	SRR12801023_SRR12801024	0.9763033535072344
chr19:45423381-45423822:-	SRR12801020_SRR12801024	0.5063879574337714
chr19:45688566-45691886:+	SRR12801019_SRR12801023	1.0
chr19:45688566-45691886:+	SRR12801019_SRR12801020	0.7405198302295899
chr19:45688566-45691886:+	SRR12801019_SRR12801024	1.0
chr19:45688566-45691886:+	SRR12801023_SRR12801020	0.0044814816369958
chr19:45688566-45691886:+	SRR12801023_SRR12801024	0.0630718327786212
chr19:45688566-45691886:+	SRR12801020_SRR12801024	1.0
chr19:45688566-45691886:-	SRR12801019_SRR12801023	1.0
chr19:45688566-45691886:-	SRR12801019_SRR12801020	0.1718832538492424
chr19:45688566-45691886:-	SRR12801019_SRR12801024	1.0
chr19:45688566-45691886:-	SRR12801023_SRR12801020	3.276475947743537e-07
chr19:45688566-45691886:-	SRR12801023_SRR12801024	0.000211355232229
chr19:45688566-45691886:-	SRR12801020_SRR12801024	1.0
chr19:45770640-45771567:-	SRR12801019_SRR12801023	1.0
chr19:45770640-45771567:-	SRR12801019_SRR12801020	0.1663617005735453
chr19:45770640-45771567:-	SRR12801019_SRR12801024	0.702180777599007
chr19:45770640-45771567:-	SRR12801023_SRR12801020	0.0478473498636075
chr19:45770640-45771567:-	SRR12801023_SRR12801024	0.6146841341987536
chr19:45770640-45771567:-	SRR12801020_SRR12801024	1.0
chr19:45771396-45771567:-	SRR12801019_SRR12801023	1.0
chr19:45771396-45771567:-	SRR12801019_SRR12801020	0.4169198216363506
chr19:45771396-45771567:-	SRR12801019_SRR12801024	1.0
chr19:45771396-45771567:-	SRR12801023_SRR12801020	0.0458627438878832
chr19:45771396-45771567:-	SRR12801023_SRR12801024	0.5799065608873303
chr19:45771396-45771567:-	SRR12801020_SRR12801024	1.0
chr19:45775034-45777666:-	SRR12801019_SRR12801023	1.0
chr19:45775034-45777666:-	SRR12801019_SRR12801020	1.0
chr19:45775034-45777666:-	SRR12801019_SRR12801024	0.0277502010784563
chr19:45775034-45777666:-	SRR12801023_SRR12801020	0.9101798191509508
chr19:45775034-45777666:-	SRR12801023_SRR12801024	0.0061199733672226
chr19:45775034-45777666:-	SRR12801020_SRR12801024	0.7983340319120048
chr19:45777590-45777666:-	SRR12801019_SRR12801023	1.0
chr19:45777590-45777666:-	SRR12801019_SRR12801020	1.0
chr19:45777590-45777666:-	SRR12801019_SRR12801024	0.0067741779480717
chr19:45777590-45777666:-	SRR12801023_SRR12801020	0.9195752310657548
chr19:45777590-45777666:-	SRR12801023_SRR12801024	0.0010851481899807
chr19:45777590-45777666:-	SRR12801020_SRR12801024	0.3379398208847962
chr19:45784290-45784640:+	SRR12801019_SRR12801023	1.0
chr19:45784290-45784640:+	SRR12801019_SRR12801020	0.0031872901675672
chr19:45784290-45784640:+	SRR12801019_SRR12801024	0.0109544174632609
chr19:45784290-45784640:+	SRR12801023_SRR12801020	1.0
chr19:45784290-45784640:+	SRR12801023_SRR12801024	1.0
chr19:45784290-45784640:+	SRR12801020_SRR12801024	1.0
chr19:45784290-45785593:+	SRR12801019_SRR12801023	0.6466443713384393
chr19:45784290-45785593:+	SRR12801019_SRR12801020	0.0005701341578059
chr19:45784290-45785593:+	SRR12801019_SRR12801024	0.0010552340170781
chr19:45784290-45785593:+	SRR12801023_SRR12801020	1.0
chr19:45784290-45785593:+	SRR12801023_SRR12801024	1.0
chr19:45784290-45785593:+	SRR12801020_SRR12801024	1.0
chr19:45784715-45785593:+	SRR12801019_SRR12801023	1.0
chr19:45784715-45785593:+	SRR12801019_SRR12801020	0.0187735477498265
chr19:45784715-45785593:+	SRR12801019_SRR12801024	0.0155836568035691
chr19:45784715-45785593:+	SRR12801023_SRR12801020	1.0
chr19:45784715-45785593:+	SRR12801023_SRR12801024	1.0
chr19:45784715-45785593:+	SRR12801020_SRR12801024	1.0
chr19:46738888-46746148:+	SRR12801019_SRR12801023	1.0
chr19:46738888-46746148:+	SRR12801019_SRR12801020	1.0
chr19:46738888-46746148:+	SRR12801019_SRR12801024	0.0449923701077259
chr19:46738888-46746148:+	SRR12801023_SRR12801020	1.0
chr19:46738888-46746148:+	SRR12801023_SRR12801024	0.225114468954464
chr19:46738888-46746148:+	SRR12801020_SRR12801024	0.5514150990360714
chr19:46746090-46748026:+	SRR12801019_SRR12801023	1.0
chr19:46746090-46748026:+	SRR12801019_SRR12801020	1.0
chr19:46746090-46748026:+	SRR12801019_SRR12801024	0.005754319253903
chr19:46746090-46748026:+	SRR12801023_SRR12801020	1.0
chr19:46746090-46748026:+	SRR12801023_SRR12801024	0.1537305094020675
chr19:46746090-46748026:+	SRR12801020_SRR12801024	0.0802177159889198
chr19:46784144-46784516:+	SRR12801019_SRR12801023	0.4877665624251216
chr19:46784144-46784516:+	SRR12801019_SRR12801020	0.217090068265689
chr19:46784144-46784516:+	SRR12801019_SRR12801024	1.4547213075411362e-10
chr19:46784144-46784516:+	SRR12801023_SRR12801020	1.0
chr19:46784144-46784516:+	SRR12801023_SRR12801024	0.018332968608674
chr19:46784144-46784516:+	SRR12801020_SRR12801024	0.0003795258069916
chr19:46784144-46784594:+	SRR12801019_SRR12801023	0.2649369247528668
chr19:46784144-46784594:+	SRR12801019_SRR12801020	0.2163025649159648
chr19:46784144-46784594:+	SRR12801019_SRR12801024	2.3786749250370065e-11
chr19:46784144-46784594:+	SRR12801023_SRR12801020	1.0
chr19:46784144-46784594:+	SRR12801023_SRR12801024	0.0183188469529173
chr19:46784144-46784594:+	SRR12801020_SRR12801024	0.0001780719186514
chr19:46784559-46784894:-	SRR12801019_SRR12801023	1.0
chr19:46784559-46784894:-	SRR12801019_SRR12801020	1.0
chr19:46784559-46784894:-	SRR12801019_SRR12801024	0.9100707805342784
chr19:46784559-46784894:-	SRR12801023_SRR12801020	0.0025021516592021
chr19:46784559-46784894:-	SRR12801023_SRR12801024	1.0
chr19:46784559-46784894:-	SRR12801020_SRR12801024	0.0341513155655783
chr19:46784559-46787238:-	SRR12801019_SRR12801023	1.0
chr19:46784559-46787238:-	SRR12801019_SRR12801020	0.3258412250544698
chr19:46784559-46787238:-	SRR12801019_SRR12801024	3.584640444056719e-09
chr19:46784559-46787238:-	SRR12801023_SRR12801020	1.0
chr19:46784559-46787238:-	SRR12801023_SRR12801024	0.0003173408348218
chr19:46784559-46787238:-	SRR12801020_SRR12801024	0.0025899825135041
chr19:46784559-46787399:+	SRR12801019_SRR12801023	0.0052405082889618
chr19:46784559-46787399:+	SRR12801019_SRR12801020	0.0860041468307618
chr19:46784559-46787399:+	SRR12801019_SRR12801024	3.852777334933517e-09
chr19:46784559-46787399:+	SRR12801023_SRR12801020	1.0
chr19:46784559-46787399:+	SRR12801023_SRR12801024	1.0
chr19:46784559-46787399:+	SRR12801020_SRR12801024	0.0349931661201627
chr19:46784559-46787399:-	SRR12801019_SRR12801023	0.1899330961260893
chr19:46784559-46787399:-	SRR12801019_SRR12801020	1.0
chr19:46784559-46787399:-	SRR12801019_SRR12801024	4.6002119743353646e-12
chr19:46784559-46787399:-	SRR12801023_SRR12801020	0.5543039890168647
chr19:46784559-46787399:-	SRR12801023_SRR12801024	0.0630886617991399
chr19:46784559-46787399:-	SRR12801020_SRR12801024	1.257121364343523e-07
chr19:47032732-47035963:+	SRR12801019_SRR12801023	1.0
chr19:47032732-47035963:+	SRR12801019_SRR12801020	1.0
chr19:47032732-47035963:+	SRR12801019_SRR12801024	0.0006294995269799
chr19:47032732-47035963:+	SRR12801023_SRR12801020	0.7544351466362355
chr19:47032732-47035963:+	SRR12801023_SRR12801024	1.0
chr19:47032732-47035963:+	SRR12801020_SRR12801024	0.0181168923272018
chr19:47035358-47035963:+	SRR12801019_SRR12801023	1.0
chr19:47035358-47035963:+	SRR12801019_SRR12801020	0.2612702676094685
chr19:47035358-47035963:+	SRR12801019_SRR12801024	0.0010754194599366
chr19:47035358-47035963:+	SRR12801023_SRR12801020	1.0
chr19:47035358-47035963:+	SRR12801023_SRR12801024	1.0
chr19:47035358-47035963:+	SRR12801020_SRR12801024	1.0
chr19:47036129-47039035:+	SRR12801019_SRR12801023	1.0
chr19:47036129-47039035:+	SRR12801019_SRR12801020	1.0
chr19:47036129-47039035:+	SRR12801019_SRR12801024	0.0440471985937188
chr19:47036129-47039035:+	SRR12801023_SRR12801020	1.0
chr19:47036129-47039035:+	SRR12801023_SRR12801024	1.0
chr19:47036129-47039035:+	SRR12801020_SRR12801024	1.0
chr19:47036129-47040443:+	SRR12801019_SRR12801023	1.0
chr19:47036129-47040443:+	SRR12801019_SRR12801020	1.0
chr19:47036129-47040443:+	SRR12801019_SRR12801024	0.0163421026107063
chr19:47036129-47040443:+	SRR12801023_SRR12801020	1.0
chr19:47036129-47040443:+	SRR12801023_SRR12801024	1.0
chr19:47036129-47040443:+	SRR12801020_SRR12801024	1.0
chr19:47169923-47180145:-	SRR12801019_SRR12801023	1.0
chr19:47169923-47180145:-	SRR12801019_SRR12801020	0.6929607442524769
chr19:47169923-47180145:-	SRR12801019_SRR12801024	1.0
chr19:47169923-47180145:-	SRR12801023_SRR12801020	0.0229003233367641
chr19:47169923-47180145:-	SRR12801023_SRR12801024	0.6165290611425404
chr19:47169923-47180145:-	SRR12801020_SRR12801024	1.0
chr19:47203740-47209158:-	SRR12801019_SRR12801023	1.0
chr19:47203740-47209158:-	SRR12801019_SRR12801020	0.0040874205070498
chr19:47203740-47209158:-	SRR12801019_SRR12801024	0.0015100533978535
chr19:47203740-47209158:-	SRR12801023_SRR12801020	0.7365472592704426
chr19:47203740-47209158:-	SRR12801023_SRR12801024	0.5819444475243221
chr19:47203740-47209158:-	SRR12801020_SRR12801024	1.0
chr19:47205129-47209158:-	SRR12801019_SRR12801023	1.0
chr19:47205129-47209158:-	SRR12801019_SRR12801020	0.059019986576272
chr19:47205129-47209158:-	SRR12801019_SRR12801024	0.014647540433423
chr19:47205129-47209158:-	SRR12801023_SRR12801020	1.0
chr19:47205129-47209158:-	SRR12801023_SRR12801024	1.0
chr19:47205129-47209158:-	SRR12801020_SRR12801024	1.0
chr19:47483584-47483828:-	SRR12801019_SRR12801023	1.0
chr19:47483584-47483828:-	SRR12801019_SRR12801020	1.0
chr19:47483584-47483828:-	SRR12801019_SRR12801024	0.00560129351429
chr19:47483584-47483828:-	SRR12801023_SRR12801020	1.0
chr19:47483584-47483828:-	SRR12801023_SRR12801024	0.5284208538321111
chr19:47483584-47483828:-	SRR12801020_SRR12801024	0.0780446135722288
chr19:47483584-47483934:-	SRR12801019_SRR12801023	1.0
chr19:47483584-47483934:-	SRR12801019_SRR12801020	1.0
chr19:47483584-47483934:-	SRR12801019_SRR12801024	0.00560129351429
chr19:47483584-47483934:-	SRR12801023_SRR12801020	1.0
chr19:47483584-47483934:-	SRR12801023_SRR12801024	0.5284208538321111
chr19:47483584-47483934:-	SRR12801020_SRR12801024	0.0780446135722288
chr19:47492119-47492960:+	SRR12801019_SRR12801023	1.0
chr19:47492119-47492960:+	SRR12801019_SRR12801020	1.0
chr19:47492119-47492960:+	SRR12801019_SRR12801024	0.0300115364739676
chr19:47492119-47492960:+	SRR12801023_SRR12801020	1.0
chr19:47492119-47492960:+	SRR12801023_SRR12801024	1.0
chr19:47492119-47492960:+	SRR12801020_SRR12801024	0.6294132600613512
chr19:48133097-48135679:-	SRR12801019_SRR12801023	1.0
chr19:48133097-48135679:-	SRR12801019_SRR12801020	0.0581337373106453
chr19:48133097-48135679:-	SRR12801019_SRR12801024	0.0196696565732249
chr19:48133097-48135679:-	SRR12801023_SRR12801020	0.0991781599287952
chr19:48133097-48135679:-	SRR12801023_SRR12801024	0.0781172849682814
chr19:48133097-48135679:-	SRR12801020_SRR12801024	1.0
chr19:48134066-48135679:-	SRR12801019_SRR12801023	1.0
chr19:48134066-48135679:-	SRR12801019_SRR12801020	0.022553353594172
chr19:48134066-48135679:-	SRR12801019_SRR12801024	0.0159907074683357
chr19:48134066-48135679:-	SRR12801023_SRR12801020	0.0608180905956166
chr19:48134066-48135679:-	SRR12801023_SRR12801024	0.0607013199433569
chr19:48134066-48135679:-	SRR12801020_SRR12801024	1.0
chr19:48241063-48246074:-	SRR12801019_SRR12801023	1.0
chr19:48241063-48246074:-	SRR12801019_SRR12801020	1.0
chr19:48241063-48246074:-	SRR12801019_SRR12801024	0.0052136701107922
chr19:48241063-48246074:-	SRR12801023_SRR12801020	1.0
chr19:48241063-48246074:-	SRR12801023_SRR12801024	0.0189117157938964
chr19:48241063-48246074:-	SRR12801020_SRR12801024	0.1314742513222745
chr19:48617877-48618559:+	SRR12801019_SRR12801023	0.4877665624251216
chr19:48617877-48618559:+	SRR12801019_SRR12801020	1.0
chr19:48617877-48618559:+	SRR12801019_SRR12801024	1.0
chr19:48617877-48618559:+	SRR12801023_SRR12801020	0.0692347055640554
chr19:48617877-48618559:+	SRR12801023_SRR12801024	6.64150836417229e-05
chr19:48617877-48618559:+	SRR12801020_SRR12801024	1.0
chr19:48617877-48618559:-	SRR12801019_SRR12801023	1.0
chr19:48617877-48618559:-	SRR12801019_SRR12801020	1.0
chr19:48617877-48618559:-	SRR12801019_SRR12801024	0.4341572430204133
chr19:48617877-48618559:-	SRR12801023_SRR12801020	0.5666692752132011
chr19:48617877-48618559:-	SRR12801023_SRR12801024	0.0120723637834864
chr19:48617877-48618559:-	SRR12801020_SRR12801024	1.0
chr19:48617877-48619140:+	SRR12801019_SRR12801023	0.4877665624251216
chr19:48617877-48619140:+	SRR12801019_SRR12801020	1.0
chr19:48617877-48619140:+	SRR12801019_SRR12801024	1.0
chr19:48617877-48619140:+	SRR12801023_SRR12801020	0.0692347055640554
chr19:48617877-48619140:+	SRR12801023_SRR12801024	6.64150836417229e-05
chr19:48617877-48619140:+	SRR12801020_SRR12801024	1.0
chr19:48617877-48619140:-	SRR12801019_SRR12801023	1.0
chr19:48617877-48619140:-	SRR12801019_SRR12801020	1.0
chr19:48617877-48619140:-	SRR12801019_SRR12801024	0.2682137046740094
chr19:48617877-48619140:-	SRR12801023_SRR12801020	0.8774490195751841
chr19:48617877-48619140:-	SRR12801023_SRR12801024	0.0126629705147047
chr19:48617877-48619140:-	SRR12801020_SRR12801024	1.0
chr19:48633655-48634348:-	SRR12801019_SRR12801023	1.0
chr19:48633655-48634348:-	SRR12801019_SRR12801020	0.0316066826061005
chr19:48633655-48634348:-	SRR12801019_SRR12801024	0.1003418966920589
chr19:48633655-48634348:-	SRR12801023_SRR12801020	0.2511668931047483
chr19:48633655-48634348:-	SRR12801023_SRR12801024	0.7884864099935572
chr19:48633655-48634348:-	SRR12801020_SRR12801024	1.0
chr19:48633655-48635579:-	SRR12801019_SRR12801023	1.0
chr19:48633655-48635579:-	SRR12801019_SRR12801020	0.0316066826061005
chr19:48633655-48635579:-	SRR12801019_SRR12801024	0.1003418966920589
chr19:48633655-48635579:-	SRR12801023_SRR12801020	0.2511668931047483
chr19:48633655-48635579:-	SRR12801023_SRR12801024	0.7884864099935572
chr19:48633655-48635579:-	SRR12801020_SRR12801024	1.0
chr19:49010611-49010998:+	SRR12801019_SRR12801023	1.0
chr19:49010611-49010998:+	SRR12801019_SRR12801020	0.7341376560162944
chr19:49010611-49010998:+	SRR12801019_SRR12801024	0.0123392583610648
chr19:49010611-49010998:+	SRR12801023_SRR12801020	0.2153343357834803
chr19:49010611-49010998:+	SRR12801023_SRR12801024	0.0007595152412466
chr19:49010611-49010998:+	SRR12801020_SRR12801024	0.9082838393562316
chr19:49011093-49011191:+	SRR12801019_SRR12801023	1.0
chr19:49011093-49011191:+	SRR12801019_SRR12801020	0.4373257239339683
chr19:49011093-49011191:+	SRR12801019_SRR12801024	0.0120535965215006
chr19:49011093-49011191:+	SRR12801023_SRR12801020	0.1868172435895596
chr19:49011093-49011191:+	SRR12801023_SRR12801024	0.0031836263716036
chr19:49011093-49011191:+	SRR12801020_SRR12801024	1.0
chr19:49011310-49014483:+	SRR12801019_SRR12801023	1.0
chr19:49011310-49014483:+	SRR12801019_SRR12801020	0.4413723130075088
chr19:49011310-49014483:+	SRR12801019_SRR12801024	0.0118721997486433
chr19:49011310-49014483:+	SRR12801023_SRR12801020	0.211774854986475
chr19:49011310-49014483:+	SRR12801023_SRR12801024	0.0056024394630878
chr19:49011310-49014483:+	SRR12801020_SRR12801024	1.0
chr19:49101471-49102113:+	SRR12801019_SRR12801023	1.0
chr19:49101471-49102113:+	SRR12801019_SRR12801020	1.0
chr19:49101471-49102113:+	SRR12801019_SRR12801024	0.2025938320408095
chr19:49101471-49102113:+	SRR12801023_SRR12801020	1.0
chr19:49101471-49102113:+	SRR12801023_SRR12801024	0.0034688821167566
chr19:49101471-49102113:+	SRR12801020_SRR12801024	0.0772544350915325
chr19:49101471-49104633:+	SRR12801019_SRR12801023	1.0
chr19:49101471-49104633:+	SRR12801019_SRR12801020	1.0
chr19:49101471-49104633:+	SRR12801019_SRR12801024	0.0013061447385078
chr19:49101471-49104633:+	SRR12801023_SRR12801020	1.0
chr19:49101471-49104633:+	SRR12801023_SRR12801024	1.575914213325497e-07
chr19:49101471-49104633:+	SRR12801020_SRR12801024	0.0009499656111584
chr19:49101471-49104633:-	SRR12801019_SRR12801023	1.0
chr19:49101471-49104633:-	SRR12801019_SRR12801020	1.0
chr19:49101471-49104633:-	SRR12801019_SRR12801024	0.0624808659355245
chr19:49101471-49104633:-	SRR12801023_SRR12801020	1.0
chr19:49101471-49104633:-	SRR12801023_SRR12801024	0.0002860275383558
chr19:49101471-49104633:-	SRR12801020_SRR12801024	0.0646800662217964
chr19:49103587-49104633:+	SRR12801019_SRR12801023	1.0
chr19:49103587-49104633:+	SRR12801019_SRR12801020	1.0
chr19:49103587-49104633:+	SRR12801019_SRR12801024	0.0001635089220275
chr19:49103587-49104633:+	SRR12801023_SRR12801020	1.0
chr19:49103587-49104633:+	SRR12801023_SRR12801024	2.497211991224849e-08
chr19:49103587-49104633:+	SRR12801020_SRR12801024	3.139282820961729e-05
chr19:49103587-49104633:-	SRR12801019_SRR12801023	1.0
chr19:49103587-49104633:-	SRR12801019_SRR12801020	1.0
chr19:49103587-49104633:-	SRR12801019_SRR12801024	0.0495780822359971
chr19:49103587-49104633:-	SRR12801023_SRR12801020	0.6415409822011415
chr19:49103587-49104633:-	SRR12801023_SRR12801024	9.91014561213207e-06
chr19:49103587-49104633:-	SRR12801020_SRR12801024	0.0699610710912195
chr19:49104735-49107624:+	SRR12801019_SRR12801023	1.0
chr19:49104735-49107624:+	SRR12801019_SRR12801020	1.0
chr19:49104735-49107624:+	SRR12801019_SRR12801024	0.1084938617030597
chr19:49104735-49107624:+	SRR12801023_SRR12801020	0.9526493488842226
chr19:49104735-49107624:+	SRR12801023_SRR12801024	0.0383430855347567
chr19:49104735-49107624:+	SRR12801020_SRR12801024	1.0
chr19:49359499-49362372:-	SRR12801019_SRR12801023	1.0
chr19:49359499-49362372:-	SRR12801019_SRR12801020	1.0
chr19:49359499-49362372:-	SRR12801019_SRR12801024	0.2157235870558656
chr19:49359499-49362372:-	SRR12801023_SRR12801020	1.0
